"rcp";"gcm";"rcm";"year";"month";"tmean";"prec"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"1";"-6,70000000000000018";"29,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"2";"0,10000000000000001";"48,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"3";"2,89999999999999991";"90,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"4";"5,20000000000000018";"34,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"5";"11,69999999999999929";"48,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"6";"15,19999999999999929";"55,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"7";"18,39999999999999858";"52,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"8";"15,80000000000000071";"108,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"9";"11,40000000000000036";"54,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"10";"4,20000000000000018";"68,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"11";"4,90000000000000036";"24,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1881";"12";"0,20000000000000001";"45,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"1";"-0,80000000000000004";"22,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"2";"0,50000000000000000";"32,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"3";"5,29999999999999982";"38,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"4";"7,20000000000000018";"48,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"5";"11,69999999999999929";"65,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"6";"14,00000000000000000";"90,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"7";"16,10000000000000142";"166,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"8";"14,30000000000000071";"79,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"9";"12,30000000000000071";"108,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"10";"8,40000000000000036";"85,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"11";"3,70000000000000018";"163,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1882";"12";"0,29999999999999999";"105,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"1";"-0,69999999999999996";"47,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"2";"2,00000000000000000";"19,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"3";"-2,10000000000000009";"32,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"4";"5,59999999999999964";"15,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"5";"12,40000000000000036";"58,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"6";"16,39999999999999858";"43,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"7";"16,10000000000000142";"102,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"8";"15,50000000000000000";"36,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"9";"12,90000000000000036";"71,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"10";"7,90000000000000036";"62,000000000000000"
"RCP_26";"ICHEC-EC-EARTH_r12i1p1";"CLMcom-CCLM4-8-17";"1883";"11";"3,79999999999999982";"75,000000000000000"
