year;month;tmean;tmin;tmax;prec;spei_1;spei_3;spei_6;spi_1;spi_3;spi_6
1964; 1; -4,5; -7,9;-1,6; 23;-1,53;-1,08;-0,43;-1,62;-0,98;-0,44
1964; 2;  0,1; -3,8; 3,6; 29;-0,72;-2,14;-1,33;-0,56;-2,75;-1,29
1964; 3;  0,9; -2,7; 4,9; 31;-0,05;-1,24;-1,33;-0,37;-1,61;-1,49
1964; 4;  9,2;  3,9;14,8; 37;-0,42;-0,68;-1,18;-0,22;-0,78;-1,29
1964; 5; 14,3;  7,5;20,3; 53;-0,59;-0,77;-1,83;-0,17;-0,69;-2,20
1964; 6; 18,2; 11,1;24,8; 36;-1,53;-1,60;-1,88;-1,14;-1,13;-1,94
1964; 7; 19,4; 11,8;26,5; 15;-1,91;-2,16;-1,98;-2,49;-2,18;-2,22
1964; 8; 16,4; 10,6;22,9; 91; 0,38;-1,65;-1,70; 0,67;-1,37;-1,55
1964; 9; 13,4;  8,1;19,8; 36;-0,76;-1,31;-1,70;-0,57;-1,02;-1,49
1964;10;  7,4;  3,8;11,4; 44; 0,01;-0,29;-1,68;-0,05;-0,06;-1,49
1964;11;  4,6;  2,4; 7,1; 69; 0,57;-0,27;-1,46; 0,58;-0,16;-1,12
1964;12; -0,3; -2,7; 1,6; 32;-1,01;-0,31;-1,27;-0,96;-0,39;-1,07
1965; 1;  0,6; -1,2; 2,3;107; 1,76; 0,77; 0,21; 1,70; 0,66; 0,36
1965; 2; -2,4; -5,7; 0,3; 35;-0,22; 0,31;-0,08;-0,27; 0,22;-0,04
1965; 3;  2,1; -2,0; 6,7; 61; 0,81; 1,31; 0,58; 0,78; 1,18; 0,44
1965; 4;  6,9;  2,6;12,3; 91; 1,63; 1,22; 1,30; 1,69; 1,06; 1,11
1965; 5; 12,0;  7,0;17,1; 86; 1,11; 1,90; 1,49; 0,89; 1,85; 1,25
1965; 6; 16,1; 10,9;21,3; 79; 0,48; 1,62; 1,88; 0,41; 1,54; 1,83
1965; 7; 15,6; 11,6;20,5; 86; 0,83; 1,22; 1,66; 0,42; 0,79; 1,23
1965; 8; 15,1;  9,3;21,2; 50;-0,48; 0,42; 1,42;-0,61; 0,03; 1,10
1965; 9; 12,3;  8,1;17,7; 62; 0,49; 0,38; 1,27; 0,43; 0,02; 0,93
1965;10;  8,1;  3,0;14,1;  8;-1,72;-0,92; 0,31;-1,87;-1,17;-0,14
1965;11;  1,6; -1,5; 4,6;118; 1,84; 0,43; 0,51; 1,76; 0,55; 0,32
1965;12;  2,8;  0,6; 4,7;135; 1,81; 1,31; 1,04; 1,77; 1,43; 1,00
1966; 1; -2,9; -6,0;-0,4; 40;-0,67; 1,93; 0,69;-0,61; 1,96; 0,80
1966; 2;  5,2;  2,0; 8,5; 72; 0,95; 1,50; 1,25; 1,00; 1,46; 1,35
1966; 3;  3,3; -0,4; 6,9; 61; 0,91; 0,69; 1,42; 0,78; 0,62; 1,45
1966; 4; 10,0;  5,7;14,9; 85; 1,39; 1,54; 2,19; 1,53; 1,55; 2,36
1966; 5; 13,6;  7,9;19,0; 71; 0,43; 1,40; 1,72; 0,45; 1,47; 1,84
1966; 6; 17,3; 11,6;22,7;116; 1,10; 1,51; 1,51; 1,33; 1,80; 1,66
1966; 7; 15,7; 11,4;20,3;119; 1,46; 1,60; 2,18; 1,16; 1,59; 2,16
1966; 8; 16,1; 11,3;20,5; 71; 0,51; 1,67; 1,98; 0,11; 1,38; 1,89
1966; 9; 13,4;  8,7;18,8; 32;-0,60; 0,88; 1,54;-0,77; 0,41; 1,35
1966;10; 11,4;  8,5;15,3; 82; 0,98; 0,44; 1,44; 0,93; 0,20; 1,24
1966;11;  1,9; -0,5; 4,1; 77; 0,88; 0,60; 1,58; 0,80; 0,60; 1,33
1966;12;  1,7; -0,4; 3,5;127; 1,70; 1,72; 1,68; 1,62; 1,75; 1,49
1967; 1;  0,0; -2,4; 2,1; 48;-0,28; 1,46; 1,26;-0,24; 1,37; 1,10
1967; 2;  2,3; -1,2; 5,9; 57; 0,46; 1,28; 1,21; 0,55; 1,23; 1,22
1967; 3;  5,4;  1,9; 9,1; 62; 0,85; 0,53; 1,74; 0,81; 0,50; 1,66
1967; 4;  6,9;  2,5;11,9; 40; 0,20; 0,67; 1,40;-0,07; 0,57; 1,30
1967; 5; 13,2;  7,5;18,8; 59; 0,05; 0,46; 1,09; 0,05; 0,31; 1,02
1967; 6; 15,1;  9,8;20,5; 60; 0,01; 0,04; 0,30;-0,18;-0,32; 0,07
1967; 7; 19,5; 13,2;25,9; 67;-0,61;-0,43;-0,06;-0,09;-0,32; 0,08
1967; 8; 16,7; 11,6;22,5; 53;-0,36;-0,62;-0,27;-0,49;-0,59;-0,34
1967; 9; 13,8;  9,8;18,8; 96; 1,34; 0,01;-0,03; 1,38; 0,31; 0,00
1967;10; 11,3;  7,5;15,7; 63; 0,39; 0,60; 0,02; 0,49; 0,67; 0,19
1967;11;  3,3;  0,3; 6,3; 39;-0,62; 0,71;-0,15;-0,46; 0,71; 0,02
1967;12; -0,9; -3,3; 1,1;121; 1,59; 0,90; 0,48; 1,51; 0,91; 0,79
1968; 1; -2,4; -5,2; 0,0; 88; 1,27; 1,37; 1,30; 1,17; 1,31; 1,37
1968; 2;  0,6; -2,2; 3,4; 54; 0,51; 1,81; 1,65; 0,45; 1,70; 1,64
1968; 3;  4,3;  0,2; 9,2; 50; 0,27; 0,98; 1,22; 0,42; 0,98; 1,24
1968; 4;  9,1;  3,2;15,3; 65; 0,39; 0,47; 1,22; 0,91; 0,75; 1,37
1968; 5; 11,6;  6,8;16,7; 47; 0,15; 0,29; 1,35;-0,41; 0,33; 1,40
1968; 6; 16,5; 11,2;21,9; 51;-0,36;-0,06; 0,51;-0,50;-0,23; 0,49
1968; 7; 17,2; 11,4;22,7; 34;-0,86;-0,74;-0,43;-1,31;-1,46;-0,54
1968; 8; 16,3; 12,4;21,3;127; 1,68; 0,21; 0,33; 1,50;-0,02; 0,12
1968; 9; 13,4;  9,5;18,1;119; 1,82; 1,31; 0,94; 1,91; 1,24; 0,80
1968;10; 10,0;  6,8;13,7; 55; 0,33; 2,14; 0,92; 0,28; 1,99; 0,60
1968;11;  3,1;  0,9; 5,5; 22;-1,20; 0,86; 0,61;-1,33; 0,68; 0,38
1968;12; -2,0; -4,0;-0,2; 39;-0,70;-0,88; 0,62;-0,66;-0,99; 0,31
1969; 1; -0,4; -2,7; 1,4; 46;-0,34;-1,39; 1,16;-0,33;-1,49; 0,74
1969; 2; -2,3; -5,1; 0,4; 51; 0,48;-0,52; 0,35; 0,35;-0,57; 0,09
1969; 3;  2,0; -1,1; 5,9; 50; 0,64; 0,36;-0,52; 0,42; 0,08;-0,75
1969; 4;  7,2;  2,9;12,4; 74; 1,23; 1,12;-0,01; 1,20; 0,85;-0,37
1969; 5; 13,5;  8,5;19,3; 72; 0,48; 1,19; 0,59; 0,48; 1,06; 0,25
1969; 6; 15,1;  9,9;20,2;122; 1,48; 1,70; 1,52; 1,46; 1,74; 1,29
1969; 7; 19,4; 13,4;25,2; 13;-1,52; 0,06; 0,65;-2,67; 0,07; 0,56
1969; 8; 16,8; 12,2;22,1;125; 1,49; 0,69; 1,18; 1,46; 0,74; 1,14
1969; 9; 13,7;  8,6;19,7; 36;-0,67;-0,44; 0,74;-0,57;-0,40; 0,79
1969;10; 10,0;  5,4;15,6; 19;-1,31; 0,02; 0,01;-1,10; 0,11; 0,06
1969;11;  5,0;  2,3; 7,6; 66; 0,43;-0,96;-0,04; 0,49;-0,75; 0,06
1969;12; -5,0; -8,1;-2,7; 32;-0,98;-1,14;-0,92;-0,96;-0,97;-1,01
1970; 1; -2,6; -5,0;-0,5; 41;-0,58;-0,72;-0,41;-0,56;-0,70;-0,48
1970; 2; -1,1; -4,1; 1,6;116; 2,09; 0,63;-0,41; 2,03; 0,50;-0,22
1970; 3;  1,1; -2,5; 4,7; 58; 0,93; 1,59; 0,27; 0,69; 1,39; 0,23
1970; 4;  5,5;  2,4; 9,6;105; 2,23; 2,54; 1,74; 2,06; 2,40; 1,38
1970; 5; 11,6;  6,9;16,6; 79; 1,04; 2,28; 1,88; 0,69; 1,92; 1,47
1970; 6; 18,0; 11,7;23,7; 53;-0,72; 1,38; 1,85;-0,42; 1,22; 1,75
1970; 7; 16,5; 11,4;21,3; 83; 0,56; 0,43; 2,08; 0,35; 0,21; 1,85
1970; 8; 16,8; 12,0;22,5;104; 0,97; 0,40; 1,67; 0,99; 0,43; 1,44
1970; 9; 13,3;  8,4;19,4; 32;-0,77; 0,47; 1,15;-0,77; 0,36; 0,95
1970;10;  8,9;  5,9;12,5;103; 1,44; 1,03; 0,90; 1,36; 1,10; 0,84
1970;11;  5,4;  3,3; 7,6; 63; 0,38; 0,68; 0,64; 0,40; 0,71; 0,71
1970;12; -0,1; -2,0; 1,7; 61; 0,10; 1,11; 0,97; 0,10; 0,96; 0,86
1971; 1; -2,1; -5,3; 1,2; 40;-0,75;-0,17; 0,73;-0,61;-0,17; 0,68
1971; 2;  0,8; -1,4; 3,4; 34;-0,29;-0,62; 0,11;-0,32;-0,59; 0,10
1971; 3;  1,0; -3,1; 5,4; 11;-0,98;-1,22; 0,11;-1,73;-1,54;-0,04
1971; 4;  9,2;  2,9;16,1; 53;-0,30;-0,88;-0,79; 0,48;-0,75;-0,67
1971; 5; 14,6;  9,2;20,2; 58;-0,07;-0,82;-0,93; 0,01;-0,66;-0,85
1971; 6; 13,8;  9,7;18,8;122; 1,70; 1,06; 0,19; 1,46; 1,15;-0,05
1971; 7; 19,0; 11,5;25,3;  5;-1,90;-0,33;-0,79;-3,76;-0,34;-0,81
1971; 8; 18,1; 12,5;24,6;117; 0,90; 0,18;-0,28; 1,28; 0,49; 0,01
1971; 9; 11,9;  7,0;17,5; 29;-0,66;-1,04;-0,26;-0,92;-0,84; 0,11
1971;10;  7,8;  3,3;13,7; 25;-0,99;-0,32;-0,46;-0,79;-0,06;-0,34
1971;11;  2,8;  0,2; 5,5; 53;-0,02;-1,01;-0,45; 0,07;-1,08;-0,31
1971;12;  3,0;  1,0; 4,6; 34;-0,94;-1,20;-1,39;-0,87;-1,08;-1,42
1972; 1; -2,4; -4,6; 0,0; 15;-1,91;-1,54;-1,13;-2,30;-1,63;-1,20
1972; 2;  2,1; -1,1; 5,9;  7;-1,87;-2,25;-2,06;-2,28;-2,96;-2,76
1972; 3;  6,0;  1,0;11,9; 57; 0,15;-1,79;-1,86; 0,65;-1,74;-1,98
1972; 4;  7,2;  3,5;11,4; 72; 1,41; 0,12;-0,92; 1,14; 0,12;-1,05
1972; 5; 11,5;  7,3;16,6; 77; 1,05; 1,46;-0,32; 0,63; 1,26;-0,77
1972; 6; 14,9;  9,5;20,2;160; 2,04; 2,34; 1,29; 2,20; 2,36; 0,94
1972; 7; 18,0; 13,1;23,3; 49;-0,40; 1,49; 1,32;-0,68; 1,31; 1,04
1972; 8; 15,8; 11,4;21,2; 99; 1,03; 1,53; 1,91; 0,87; 1,40; 1,79
1972; 9; 10,7;  6,3;16,3; 37;-0,25; 0,14; 1,74;-0,53;-0,20; 1,35
1972;10;  6,2;  1,5;12,3; 40;-0,39; 0,23; 1,24;-0,19; 0,03; 0,93
1972;11;  3,2;  1,3; 5,1; 68; 0,62;-0,18; 1,06; 0,55;-0,24; 0,88
1972;12; -0,1; -2,5; 2,5;  4;-2,14;-1,13;-0,48;-3,37;-1,08;-0,93
1973; 1; -0,6; -3,0; 1,2; 30;-1,16;-1,51;-0,69;-1,16;-1,63;-1,12
1973; 2;  0,1; -2,2; 2,7; 44; 0,17;-1,77;-1,28; 0,10;-2,14;-1,58
1973; 3;  3,7; -0,2; 8,3; 17;-0,95;-1,15;-1,50;-1,20;-1,35;-1,76
1973; 4;  5,3;  1,0; 9,8; 45; 0,63;-0,14;-1,08; 0,15;-0,55;-1,57
1973; 5; 13,2;  7,7;19,0; 69; 0,33;-0,02;-1,11; 0,39;-0,42;-1,68
1973; 6; 16,4; 10,8;21,9; 76; 0,23; 0,56;-0,22; 0,32; 0,34;-0,63
1973; 7; 17,2; 12,5;22,4; 89; 0,62; 0,59; 0,34; 0,50; 0,52; 0,01
1973; 8; 18,2; 11,9;25,2; 44;-1,16;-0,21;-0,18;-0,85;-0,07;-0,35
1973; 9; 14,6;  9,1;21,1; 23;-1,33;-0,79;-0,36;-1,28;-0,74;-0,37
1973;10;  7,0;  3,1;11,9; 95; 1,20;-0,80;-0,11; 1,20;-0,24; 0,17
1973;11;  2,6; -0,2; 5,8; 49;-0,21;-0,11;-0,27;-0,07; 0,18; 0,00
1973;12; -1,1; -3,6; 1,3; 68; 0,30; 0,79;-0,26; 0,30; 0,74;-0,01
1974; 1;  2,6;  0,6; 4,7; 43;-0,55;-0,31;-0,87;-0,47;-0,25;-0,44
1974; 2;  2,9;  0,1; 5,9; 43;-0,04;-0,27;-0,32; 0,06;-0,18;-0,06
1974; 3;  6,6;  2,6;11,1; 44;-0,04;-0,46; 0,25; 0,19;-0,31; 0,36
1974; 4;  8,2;  2,7;14,2; 14;-1,29;-0,86;-0,86;-1,74;-0,68;-0,68
1974; 5; 11,3;  5,9;16,7; 70; 0,66;-0,41;-0,43; 0,42;-0,50;-0,46
1974; 6; 14,1;  9,0;19,5; 72; 0,44; 0,02;-0,27; 0,21;-0,39;-0,55
1974; 7; 15,2; 10,7;19,9;112; 1,32; 1,28; 0,59; 1,02; 0,84; 0,21
1974; 8; 17,6; 12,6;23,5; 71; 0,04; 0,99; 0,60; 0,11; 0,66; 0,24
1974; 9; 13,5;  9,1;19,1; 51; 0,02; 0,77; 0,54; 0,05; 0,59; 0,18
1974;10;  4,8;  3,0; 7,2;118; 1,81; 1,17; 1,59; 1,62; 1,12; 1,27
1974;11;  4,0;  1,5; 6,7; 55; 0,04; 1,27; 1,46; 0,14; 1,12; 1,15
1974;12;  4,1;  1,8; 6,0;150; 2,02; 2,13; 1,96; 2,03; 2,19; 1,95
1975; 1;  3,5;  1,2; 5,6; 46;-0,44; 1,39; 1,69;-0,33; 1,35; 1,73
1975; 2;  1,2; -2,2; 5,8; 23;-1,15; 0,99; 1,54;-0,89; 1,02; 1,44
1975; 3;  3,8;  0,2; 8,1; 42; 0,15;-0,84; 1,64; 0,12;-0,79; 1,45
1975; 4;  7,1;  2,6;11,9; 61; 0,91; 0,03; 0,98; 0,77;-0,09; 0,90
1975; 5; 12,5;  7,1;18,3; 48;-0,22; 0,31; 0,82;-0,37; 0,08; 0,74
1975; 6; 15,0; 10,3;20,4; 79; 0,60; 0,65; 0,04; 0,41; 0,30;-0,34
1975; 7; 18,6; 13,1;24,3; 60;-0,40;-0,08;-0,13;-0,31;-0,30;-0,36
1975; 8; 19,0; 13,5;24,9; 89; 0,31; 0,14; 0,28; 0,62; 0,24; 0,18
1975; 9; 15,8; 11,4;21,8; 53;-0,15;-0,22; 0,15; 0,12; 0,09; 0,18
1975;10;  7,1;  4,4;10,7; 32;-0,25;-0,17;-0,20;-0,48;-0,01;-0,27
1975;11;  2,1; -0,1; 4,7; 53; 0,03;-0,35;-0,13; 0,07;-0,38;-0,12
1975;12;  0,2; -1,8; 2,1; 24;-1,31;-0,94;-0,68;-1,37;-1,15;-0,73
1976; 1;  0,9; -1,7; 3,3;122; 2,01; 0,58; 0,18; 2,07; 0,50; 0,28
1976; 2;  0,0; -2,2; 2,7; 16;-1,15;-0,01;-0,34;-1,36;-0,01;-0,36
1976; 3;  1,3; -3,0; 5,8; 29;-0,29; 0,63;-0,39;-0,47; 0,50;-0,55
1976; 4;  7,3;  1,6;13,4;  8;-1,45;-1,49;-0,77;-2,45;-2,17;-0,82
1976; 5; 13,5;  7,0;19,8; 45;-0,79;-1,48;-1,10;-0,50;-1,91;-1,06
1976; 6; 18,1; 10,8;24,1; 30;-1,54;-2,08;-1,40;-1,45;-2,44;-1,16
1976; 7; 20,2; 13,6;26,5; 57;-0,91;-1,68;-1,93;-0,41;-1,46;-2,53
1976; 8; 16,6; 10,4;23,0; 17;-1,51;-1,83;-2,10;-2,39;-2,30;-3,01
1976; 9; 12,7;  8,6;18,1; 59; 0,40;-1,17;-1,82; 0,33;-1,21;-2,37
1976;10;  9,3;  6,0;14,2; 36;-0,42;-1,10;-1,72;-0,33;-1,37;-1,99
1976;11;  4,4;  2,0; 6,8; 60; 0,25; 0,00;-1,51; 0,31;-0,04;-1,60
1976;12; -1,7; -3,9; 0,6; 34;-0,92;-0,72;-1,31;-0,87;-0,69;-1,42
1977; 1; -0,1; -2,0; 1,5; 65; 0,54;-0,24;-1,11; 0,43;-0,27;-1,24
1977; 2;  3,0;  0,1; 6,3; 83; 1,33; 0,39; 0,17; 1,29; 0,37; 0,15
1977; 3;  6,5;  2,2;11,4; 78; 1,03; 1,46; 0,43; 1,27; 1,58; 0,54
1977; 4;  5,6;  1,6;10,3; 69; 1,31; 1,72; 1,18; 1,04; 1,73; 1,04
1977; 5; 12,1;  6,3;17,9; 20;-1,17; 0,52; 0,60;-1,88; 0,45; 0,47
1977; 6; 15,7; 11,2;20,7;118; 1,49; 1,08; 1,59; 1,37; 0,67; 1,52
1977; 7; 16,9; 11,5;22,2; 69; 0,05; 0,40; 1,36;-0,04; 0,07; 1,22
1977; 8; 16,2; 12,0;21,4;124; 1,56; 1,67; 1,58; 1,44; 1,44; 1,39
1977; 9; 12,0;  8,1;16,8; 21;-0,65; 0,61; 1,05;-1,41; 0,28; 0,55
1977;10;  9,7;  6,1;14,1; 57; 0,29; 0,80; 0,73; 0,33; 0,50; 0,32
1977;11;  4,6;  2,0; 7,2;103; 1,52; 0,52; 1,53; 1,44; 0,43; 1,28
1977;12;  1,1; -0,8; 3,1; 67; 0,28; 1,00; 0,99; 0,27; 0,96; 0,81
1978; 1;  0,2; -1,6; 1,9; 40;-0,62; 0,79; 1,07;-0,61; 0,69; 0,79
1978; 2; -1,5; -4,5; 1,4; 21;-0,93;-0,74;-0,10;-1,01;-0,75;-0,23
1978; 3;  4,9;  1,2; 8,9; 58; 0,69;-0,45; 0,46; 0,69;-0,58; 0,41
1978; 4;  7,2;  2,2;12,9;  7;-1,30;-0,84;-0,09;-2,61;-1,08;-0,16
1978; 5; 11,8;  7,1;16,6;106; 1,60; 0,86; 0,21; 1,41; 0,54;-0,21
1978; 6; 14,9;  9,7;20,3; 67; 0,23; 0,62; 0,22; 0,05; 0,13;-0,34
1978; 7; 15,6; 10,7;20,9; 75; 0,36; 1,14; 0,46; 0,13; 0,75;-0,07
1978; 8; 14,9; 10,2;20,6; 68; 0,25; 0,36; 0,75; 0,02;-0,05; 0,21
1978; 9; 11,8;  8,3;15,9; 93; 1,51; 0,98; 1,04; 1,31; 0,62; 0,49
1978;10;  8,1;  4,9;12,2; 58; 0,43; 1,11; 1,45; 0,36; 0,79; 0,98
1978;11;  2,9;  0,8; 5,0;  9;-1,65; 0,44; 0,47;-2,44; 0,05;-0,07
1978;12;  0,6; -2,2; 3,2;112; 1,40; 0,32; 0,89; 1,33; 0,22; 0,53
1979; 1; -5,0; -7,9;-2,6; 32;-1,02;-0,39; 0,69;-1,04;-0,39; 0,27
1979; 2; -1,0; -4,2; 2,1; 44; 0,10; 0,54; 0,61; 0,10; 0,48; 0,30
1979; 3;  4,2;  1,1; 7,8;102; 1,88; 0,95; 0,75; 1,86; 0,72; 0,55
1979; 4;  6,6;  2,8;11,0; 54; 0,90; 1,55; 0,96; 0,51; 1,27; 0,60
1979; 5; 12,7;  6,4;19,1; 46;-0,65; 1,20; 1,12;-0,45; 1,18; 0,99
1979; 6; 17,4; 12,3;23,3; 70;-0,03;-0,01; 0,52; 0,14;-0,08; 0,39
1979; 7; 15,6; 10,9;20,4; 63; 0,24;-0,23; 0,74;-0,22;-0,45; 0,52
1979; 8; 15,6; 10,9;21,5; 60;-0,05;-0,01; 0,66;-0,24;-0,35; 0,39
1979; 9; 13,0;  8,5;18,9; 52; 0,01; 0,03;-0,05; 0,09;-0,38;-0,39
1979;10;  8,4;  4,3;13,9; 20;-1,12;-0,68;-0,60;-1,04;-0,88;-0,95
1979;11;  2,7;  0,4; 5,1; 79; 0,92;-0,22;-0,18; 0,85;-0,12;-0,40
1979;12;  3,5;  1,3; 5,9;117; 1,49; 0,78; 0,41; 1,43; 0,80; 0,26
1980; 1; -3,0; -5,9;-0,7; 50;-0,16; 1,36; 0,34;-0,15; 1,28; 0,35
1980; 2;  2,3; -1,0; 6,3; 61; 0,58; 1,19; 0,56; 0,68; 1,16; 0,69
1980; 3;  4,1;  0,9; 7,9; 40; 0,18; 0,22; 0,64; 0,03; 0,17; 0,67
1980; 4;  6,0;  1,9;10,8; 69; 1,26; 0,98; 1,51; 1,04; 0,77; 1,36
1980; 5; 11,1;  5,1;17,1; 37;-0,58; 0,35; 0,96;-0,86;-0,04; 0,79
1980; 6; 15,0; 10,4;20,2; 84; 0,78; 0,79; 0,71; 0,55; 0,34; 0,29
1980; 7; 14,8; 11,2;19,1;154; 2,16; 1,60; 1,86; 1,82; 1,15; 1,31
1980; 8; 16,8; 11,8;22,5; 53;-0,33; 1,66; 1,50;-0,49; 1,18; 0,91
1980; 9; 13,8;  9,8;19,1; 65; 0,54; 1,44; 1,51; 0,53; 1,13; 1,01
1980;10;  7,3;  4,2;11,5; 41;-0,06;-0,13; 1,13;-0,15;-0,30; 0,62
1980;11;  2,4; -0,1; 4,9; 42;-0,42;-0,03; 1,25;-0,33;-0,18; 0,72
1980;12; -0,6; -3,3; 1,7; 60; 0,02;-0,35; 0,97; 0,07;-0,43; 0,53
1981; 1; -3,3; -6,1;-0,5; 69; 0,64;-0,01;-0,15; 0,57;-0,03;-0,32
1981; 2; -1,4; -4,6; 2,0; 31;-0,51;-0,09;-0,15;-0,46;-0,05;-0,24
1981; 3;  7,3;  3,8;11,0; 70; 1,01; 0,61; 0,01; 1,05; 0,56;-0,03
1981; 4;  8,3;  3,0;14,4; 46;-0,11; 0,20; 0,10; 0,19; 0,34; 0,14
1981; 5; 13,3;  8,1;18,5; 70; 0,56; 0,74; 0,48; 0,42; 0,86; 0,43
1981; 6; 16,0; 11,1;21,3; 53;-0,15; 0,09; 0,39;-0,42;-0,10; 0,26
1981; 7; 16,5; 12,5;21,0; 64; 0,39; 0,35; 0,32;-0,18;-0,30;-0,07
1981; 8; 16,5; 11,9;21,9; 91; 0,78; 0,47; 0,77; 0,67;-0,09; 0,38
1981; 9; 14,4;  9,8;19,9; 62; 0,30; 0,67; 0,50; 0,43; 0,33; 0,14
1981;10;  8,3;  5,5;11,4;129; 1,85; 1,72; 1,32; 1,81; 1,73; 1,01
1981;11;  4,2;  2,2; 6,6;110; 1,71; 2,00; 1,67; 1,59; 2,16; 1,45
1981;12; -2,5; -5,2;-0,3;120; 1,58; 2,34; 2,10; 1,49; 2,59; 2,12
1982; 1; -3,1; -6,4;-0,1; 78; 0,94; 2,10; 2,48; 0,87; 2,17; 2,78
1982; 2; -0,7; -3,9; 2,9; 13;-1,43; 0,95; 2,14;-1,61; 0,88; 2,18
1982; 3;  4,3;  0,3; 9,2; 43; 0,01;-0,30; 2,15; 0,16;-0,21; 2,08
1982; 4;  6,8;  1,7;12,2; 57; 0,62;-0,34; 1,41; 0,63;-0,39; 1,41
1982; 5; 13,0;  7,1;18,8; 57;-0,08; 0,15; 0,69;-0,02; 0,22; 0,72
1982; 6; 16,9; 11,3;22,6; 68;-0,08; 0,11;-0,11; 0,08; 0,18;-0,08
1982; 7; 20,0; 14,3;25,5; 59;-0,51;-0,48;-0,64;-0,34;-0,35;-0,60
1982; 8; 18,0; 12,9;23,4; 37;-0,78;-0,80;-0,59;-1,16;-0,90;-0,63
1982; 9; 16,3; 10,5;23,4; 26;-1,54;-1,25;-0,95;-1,09;-1,46;-0,95
1982;10;  9,1;  6,4;12,7; 86; 1,14;-0,70;-0,77; 1,02;-0,51;-0,64
1982;11;  5,3;  2,7; 8,5; 32;-0,94;-0,61;-0,95;-0,78;-0,26;-0,88
1982;12;  1,9;  0,1; 4,1; 92; 0,98; 0,83;-0,66; 0,91; 0,71;-0,46
1983; 1;  3,0;  0,9; 4,9; 98; 1,52; 0,93;-0,02; 1,46; 0,89; 0,26
1983; 2; -2,2; -5,7; 1,4; 46; 0,17; 1,40; 0,44; 0,17; 1,29; 0,70
1983; 3;  4,3;  1,2; 7,8; 49; 0,55; 1,15; 1,28; 0,38; 1,00; 1,10
1983; 4;  9,1;  4,9;14,1;116; 2,10; 1,56; 1,63; 2,32; 1,44; 1,55
1983; 5; 11,5;  7,4;16,5;105; 1,63; 2,42; 2,25; 1,39; 2,39; 2,28
1983; 6; 16,9; 10,9;22,6; 36;-1,00; 1,52; 1,73;-1,14; 1,56; 1,72
1983; 7; 21,6; 14,3;28,7; 26;-1,86;-0,94; 0,14;-1,72;-0,69; 0,51
1983; 8; 18,9; 13,3;25,6; 49;-0,93;-1,86;-0,26;-0,64;-2,11; 0,21
1983; 9; 13,9;  9,1;19,9; 80; 0,73;-1,33;-0,18; 0,97;-0,76; 0,45
1983;10;  8,5;  4,5;13,1; 32;-0,55;-0,62;-1,02;-0,48;-0,26;-0,71
1983;11;  2,4; -0,4; 6,0; 49;-0,24;-0,07;-1,57;-0,07; 0,07;-1,40
1983;12; -0,5; -3,5; 2,3; 36;-0,91;-1,05;-1,56;-0,78;-0,97;-1,28
1984; 1;  0,4; -1,5; 2,3; 96; 1,50; 0,15;-0,46; 1,40; 0,17;-0,15
1984; 2; -0,5; -3,3; 2,7; 73; 1,14; 0,87; 0,44; 1,03; 0,78; 0,53
1984; 3;  2,2; -1,9; 6,9; 19;-0,79; 1,00;-0,20;-1,06; 0,91;-0,14
1984; 4;  6,8;  1,5;12,2; 56; 0,56; 0,42; 0,37; 0,59; 0,36; 0,29
1984; 5; 10,7;  6,6;15,7;158; 2,38; 1,96; 1,76; 2,52; 1,76; 1,55
1984; 6; 14,1;  9,3;19,3; 91; 0,97; 2,29; 2,26; 0,73; 2,31; 2,23
1984; 7; 16,2; 10,9;21,4; 77; 0,33; 2,02; 2,00; 0,19; 1,86; 1,63
1984; 8; 17,2; 12,0;23,1; 30;-1,02; 0,10; 1,25;-1,52;-0,26; 0,84
1984; 9; 12,3;  9,4;16,2;121; 2,03; 0,72; 2,06; 1,95; 0,50; 1,75
1984;10;  9,7;  6,6;13,9; 43;-0,08; 0,57; 1,88;-0,09; 0,36; 1,54
1984;11;  4,3;  1,8; 7,3; 49;-0,22; 1,21; 0,77;-0,07; 0,95; 0,41
1984;12;  0,9; -0,6; 2,7; 34;-0,90;-0,75; 0,16;-0,87;-0,77;-0,18
1985; 1; -6,0; -9,4;-2,8; 53;-0,01;-0,80; 0,00;-0,03;-0,77;-0,32
1985; 2; -4,2; -8,3; 0,5; 19;-1,12;-1,25; 0,24;-1,14;-1,30;-0,09
1985; 3;  3,0;  0,0; 6,8; 18;-0,61;-1,07;-1,25;-1,13;-1,39;-1,52
1985; 4;  7,9;  3,5;13,1; 49; 0,39;-0,67;-1,01; 0,32;-1,08;-1,32
1985; 5; 14,3;  9,1;19,7; 63; 0,21;-0,10;-0,81; 0,19;-0,45;-1,20
1985; 6; 13,5;  9,1;18,2; 79; 0,92; 0,84; 0,08; 0,41; 0,36;-0,63
1985; 7; 17,8; 11,8;23,7; 77;-0,07; 0,50;-0,03; 0,19; 0,27;-0,48
1985; 8; 16,5; 11,1;22,9; 60;-0,35; 0,18; 0,10;-0,24; 0,05;-0,27
1985; 9; 13,5;  8,9;19,6; 42;-0,41;-0,45; 0,08;-0,31;-0,31;-0,06
1985;10;  8,5;  4,3;14,2;  6;-1,71;-1,23;-0,46;-2,04;-1,47;-0,73
1985;11;  0,5; -2,3; 3,3; 65; 0,45;-0,99;-0,43; 0,46;-0,93;-0,60
